"","Vote 1","Vote 2","Vote 3","Vote 4","Vote 5","Vote 6","Vote 7","Vote 8","Vote 9","Vote 10","Vote 11","Vote 12","Vote 13","Vote 14","Vote 15","Vote 16","Vote 17","Vote 18","Vote 19","Vote 20","Vote 21","Vote 22","Vote 23","Vote 24","Vote 25","Vote 26","Vote 27","Vote 28","Vote 29","Vote 30","Vote 31","Vote 32","Vote 33","Vote 34","Vote 35","Vote 36","Vote 37","Vote 38","Vote 39","Vote 40","Vote 41","Vote 42","Vote 43","Vote 44","Vote 45","Vote 46","Vote 47","Vote 48","Vote 49","Vote 50","Vote 51","Vote 52","Vote 53","Vote 54","Vote 55","Vote 56","Vote 57","Vote 58","Vote 59","Vote 60","Vote 61","Vote 62","Vote 63","Vote 64","Vote 65","Vote 66","Vote 67","Vote 68","Vote 69","Vote 70","Vote 71","Vote 72","Vote 73","Vote 74","Vote 75","Vote 76","Vote 77","Vote 78","Vote 79","Vote 80","Vote 81","Vote 82","Vote 83","Vote 84","Vote 85","Vote 86","Vote 87"
"DRAPER (R NY-22)",1,1,1,1,1,NA,1,0,NA,NA,NA,NA,NA,0,1,1,0,1,1,1,0,0,1,1,1,0,NA,0,1,1,1,NA,1,0,NA,NA,NA,NA,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,NA,1,NA,NA,1,1,1,1,0,0,0,NA,NA,1,1,0,0,1,1,1,0,1,NA,1,1,1,0,1,1,1,0,0,0,NA
"SOUTHWICK (R NY-23)",1,1,1,1,1,1,1,0,1,0,NA,NA,NA,0,1,1,NA,NA,NA,NA,0,0,1,1,1,0,0,0,NA,NA,NA,NA,1,0,1,NA,NA,1,NA,1,1,1,NA,NA,1,0,1,NA,NA,1,1,0,1,1,NA,1,1,NA,NA,1,1,0,0,0,NA,NA,NA,1,0,0,1,0,0,0,0,NA,1,1,1,0,1,0,1,0,NA,1,1
"SMITH (R NY-24)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,1,0,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,0,1,0,0,NA,NA
"LITTAUER (R NY-25)",1,1,1,1,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,0,NA,0,1,NA,NA,0,1,0,NA,1,1,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,NA,1,1,1,NA,1,NA,1,1,1,0,1,NA,0,0,0,0,NA
"FLACK (R NY-26)",1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SHERMAN (R NY-27)",1,1,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,NA,NA,NA,NA,1,0,NA,0,NA,1,1,NA,NA,NA,NA,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"KNAPP (R NY-28)",1,1,1,1,1,NA,1,0,1,0,NA,0,1,0,NA,1,0,1,1,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,1,1,1,0,NA,NA,NA,NA,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,0,1,1,NA,NA,NA,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,NA
"DRISCOLL (R NY-29)",1,1,1,1,1,NA,1,0,1,0,NA,0,1,0,1,1,0,1,1,NA,NA,0,1,1,NA,1,NA,0,1,0,0,0,1,0,NA,NA,NA,1,0,1,1,1,0,1,1,0,1,1,1,1,1,NA,1,NA,NA,1,1,NA,1,1,0,1,1,1,1,1,1,1,NA,NA,1,1,1,0,NA,NA,1,1,1,0,1,1,0,NA,0,NA,NA
"DWIGHT (R NY-30)",1,1,1,1,1,1,1,0,1,0,NA,0,1,NA,1,1,0,1,1,1,NA,NA,1,1,NA,0,NA,0,1,1,1,1,1,0,1,1,1,1,NA,1,1,1,1,1,1,0,1,1,1,1,1,0,1,NA,1,1,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,0,1,1,1,0,0,NA,NA,NA,NA,NA,1,0,NA,0,0,0,1
"PAYNE (R NY-31)",1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,NA,NA,NA,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1
"PERKINS (R NY-32)",1,1,1,1,1,NA,1,0,NA,NA,NA,NA,NA,0,NA,1,0,1,1,0,0,NA,1,1,1,1,0,0,NA,0,0,0,1,1,1,NA,NA,NA,0,NA,1,1,NA,NA,1,0,NA,0,1,1,NA,NA,NA,NA,1,1,NA,1,0,NA,0,1,1,1,1,1,NA,NA,NA,NA,1,1,NA,0,NA,NA,1,1,1,0,NA,NA,NA,0,0,0,1
"GILLET (R NY-33)",1,1,1,1,1,1,NA,0,1,0,0,0,1,0,1,NA,0,1,1,1,0,0,1,1,1,NA,NA,NA,NA,0,0,0,1,0,1,NA,NA,1,NA,1,1,1,1,1,1,0,1,NA,1,NA,1,0,1,NA,1,1,1,NA,1,NA,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,NA,0,0,0,NA
"WADSWORTH (R NY-34)",1,NA,NA,NA,1,NA,NA,NA,1,0,NA,NA,NA,0,NA,NA,0,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,NA,1,1,1,NA,1,0,NA,NA,NA,NA,NA
"RYAN (D NY-35)",1,0,0,0,0,0,0,1,0,1,NA,NA,NA,0,1,0,1,0,0,1,1,1,0,1,NA,0,1,1,0,1,1,1,0,1,0,0,0,0,1,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,NA,1,0,0,0,0,1,1,NA,NA,0,0,1,NA,0,1,1,1,1,0
"ALEXANDER (R NY-36)",1,1,1,1,1,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,NA,0,NA,0,1,1,1,NA,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,0,1,1
"VREELAND (R NY-37)",NA,NA,1,1,1,1,1,0,1,0,NA,NA,NA,0,NA,NA,0,1,1,1,NA,0,1,NA,1,0,0,0,1,1,1,NA,NA,0,NA,NA,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,NA,1,1,0,NA,0,1,1,1,1,0,0,1,0,0,0,0,NA,NA,1,1,NA,1,0,NA,0,0,NA,NA
"SMALL (D NC-1)",1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,NA,NA,0,1,0,0,1,NA,0,NA,NA,0,0,1,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,0,NA,NA,0,1,0,0,1,1,1,1,0,0,0,NA,0,NA,NA,NA,1,1,0,1,0,0,1,0,1,NA,NA,1,1,0
"KITCHIN (D NC-2)",NA,NA,NA,NA,NA,NA,0,1,NA,NA,1,1,0,1,0,0,1,0,0,0,NA,1,NA,NA,0,1,NA,1,0,0,0,0,0,1,0,0,0,0,1,NA,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,NA,NA,0,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA
"THOMAS (D NC-3)",1,0,0,0,0,0,0,1,0,1,NA,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,NA,1,0,0,1,1,1,1,0,0,0,1,NA,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0
"POU (D NC-4)",1,0,0,0,0,NA,NA,NA,0,1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,0,1,0,NA,1,1,NA,1,1,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,1,NA,NA,0,0,0,0,0,0,0,1,1,1,NA,0,0,0,1,NA,0,0,0,1,1,NA,1,0,0,1,NA,NA,NA,1,1,1,0
"KITCHIN (D NC-5)",1,0,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,1,1,0,1,0,1,NA,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,1,1,0,1,0,0,1,0,0,0,1,1,0,0
"PATTERSON (D NC-6)",NA,0,0,0,0,NA,0,1,0,1,NA,NA,NA,NA,0,0,1,0,0,0,1,1,0,1,0,NA,1,1,NA,0,0,NA,0,1,0,0,0,0,1,NA,0,0,0,NA,0,1,0,0,0,0,0,1,0,0,0,0,NA,0,0,NA,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0
"PAGE (D NC-7)",1,0,0,0,0,NA,0,1,0,1,1,1,0,0,0,0,1,0,0,0,NA,1,0,1,NA,1,NA,1,0,0,0,0,0,1,0,NA,NA,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,1,1,1,0,0,0,0,1,1,NA,NA,NA,1,1,1,1,0,0,1,0,0,0,1,1,1,NA
"KLUTTZ (D NC-8)",1,0,0,0,0,NA,1,1,0,0,NA,NA,NA,1,0,0,1,0,0,0,NA,NA,0,1,0,0,NA,1,0,NA,NA,0,0,1,0,0,0,0,1,NA,NA,NA,0,0,0,1,0,0,0,0,0,1,0,0,0,NA,NA,NA,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,NA,1,0,0,1,0,NA,NA,1,1,1,0
"WEBB (D NC-9)",1,0,0,0,0,NA,0,1,0,1,NA,NA,NA,NA,0,0,1,0,0,0,1,1,0,1,0,1,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,0,0,NA,0,1,0,0,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,1,1,1,1,0,0,0,NA,1,0,0,0,1,1,NA,1,NA,0,1,0,1,0,1,1,NA,NA
"GUDGER (D NC-10)",1,0,0,0,0,NA,0,1,0,1,1,1,0,NA,0,0,1,0,0,NA,NA,NA,NA,NA,0,0,1,1,0,0,NA,0,0,1,0,0,0,0,1,0,0,NA,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,1,1,NA,0,NA,NA,NA,0,0,0,0,1,1,NA,1,0,0,1,NA,NA,0,1,1,1,0
"MARSHALL (R ND-98)",1,1,1,1,1,NA,1,0,NA,NA,NA,NA,NA,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,NA,0,1,1,1,1,1,1,0,1,1,1,NA,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,NA,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,1
"SPALDING (R ND-98)",1,1,1,1,1,1,NA,0,1,NA,NA,1,NA,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,NA,NA,NA,1,1,1,1,NA,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,NA,0,NA,0,1,NA,NA,1,0,1,1,0,0,NA,1,1,0,1,1,1,1,1,0,1,NA,1,NA,NA,1,0
"LONGWORTH (R OH-1)",1,1,1,1,1,1,1,0,1,0,0,0,1,0,NA,1,0,1,1,1,NA,0,1,1,NA,1,NA,0,NA,0,0,NA,1,0,NA,1,1,1,NA,1,1,1,0,1,1,0,1,1,1,1,NA,NA,NA,NA,1,1,1,1,1,NA,1,0,0,0,1,1,1,1,0,NA,NA,1,1,0,1,1,1,1,NA,NA,1,0,NA,0,0,0,NA
"GOEBEL (R OH-2)",1,1,1,1,NA,NA,1,0,1,0,NA,NA,NA,0,NA,NA,0,1,1,1,0,0,1,1,NA,1,0,0,1,0,0,NA,NA,NA,NA,1,1,1,0,1,1,1,NA,1,1,0,1,0,1,NA,1,0,1,1,NA,0,NA,NA,0,1,1,0,0,0,NA,1,NA,NA,NA,1,1,1,1,0,1,NA,1,1,1,0,1,NA,0,0,NA,0,NA
"NEVIN (R OH-3)",NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,1,NA,1,0,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,NA,NA,1,1,NA,NA,NA,NA,0,0,1,NA
"GARBER (D OH-4)",1,0,0,0,0,0,0,1,0,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,0,1,NA,NA,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,NA,NA,NA,NA,0,NA,1,1,1,0,0,NA,NA,1,1,0,0,NA,0,0,NA,1,1,1,NA
"SNOOK (D OH-5)",1,0,0,0,0,NA,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,NA,NA,NA,0,NA,1,NA,0,0,0,1,NA,NA,NA,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,NA,1,0,0,NA,1,0,1,1,1,NA,0
"HILDEBRANT (R OH-6)",1,1,1,1,1,1,1,0,1,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,0,1,1,1,1,1,NA,NA,NA,1,0,0,0,NA,NA,1,NA,NA,0,1,1,1,0,NA,1,NA,NA,1,NA,NA,0,NA,0,0,1,1
"KYLE (R OH-7)",NA,NA,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,NA,1,0,NA,NA,NA,1,NA,1,1,0,NA,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,NA,1,1,1,0,0,0,1,1,1,NA,0,0,1,1,1,0,1,1,1,1,1,NA,1,0,1,0,0,1,1
"WARNOCK (R OH-8)",1,1,1,1,1,1,1,0,NA,NA,0,0,1,1,1,1,0,1,1,0,NA,0,1,1,1,1,NA,NA,NA,1,1,0,1,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1,1,1,0,1,1,NA,0,0,0,1
"SOUTHARD (R OH-9)",1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,0,1,1,0,1,NA,NA,0,0,1,1,1,1,NA,NA,1,NA,1,1,1,0,1,NA,1,1,0,1,1,1,0,NA,1,NA,1,0,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,0,1,1,1,1,0,NA,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,NA
"MORGAN (R OH-10)",1,1,1,1,1,NA,1,0,NA,0,NA,NA,NA,NA,1,1,0,1,1,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,1,1,0,NA,1,1,0,1,1,0,1,1,1,1,1,0,1,NA,NA,NA,1,NA,NA,1,1,0,NA,0,1,1,NA,NA,0,0,1,1,1,0,1,NA,1,1,1,NA,NA,1,1,0,0,1,NA
"GROSVENOR (R OH-11)",1,1,1,1,NA,1,1,0,NA,0,0,0,1,1,1,1,0,1,1,0,0,NA,NA,NA,1,1,0,0,1,1,1,0,1,0,NA,NA,NA,1,0,NA,NA,NA,0,1,1,0,1,1,1,1,1,0,1,NA,1,NA,NA,1,1,1,1,0,0,0,1,NA,NA,NA,NA,1,NA,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,NA
"BADGER (D OH-12)",1,0,NA,NA,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,NA,NA,0,1,0,0,1,1,0,NA,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,NA,1,NA,NA,1,1,NA
"JACKSON (R OH-13)",1,NA,1,1,1,1,1,0,1,0,0,NA,NA,NA,NA,NA,0,1,1,1,NA,0,1,1,NA,1,0,0,1,1,1,NA,NA,NA,NA,1,1,NA,0,NA,NA,NA,0,1,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,0,0,0,NA,NA,1,1,0,0,1,NA,NA,0,1,1,NA,NA,NA,0,1,NA,NA,0,0,0,NA
"SKILES (R OH-14)",1,1,1,1,1,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WEBBER (R OH-14)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,0,0,0,0,1,1,1,1,0,NA,1,1,1,0,1,1,1,1,1,NA,1,0,0,0,NA,1,1
"VAN (R OH-15)",1,1,1,1,1,NA,1,0,NA,NA,NA,0,1,1,1,NA,0,1,1,1,NA,NA,NA,NA,1,NA,0,0,1,NA,NA,0,1,0,1,1,1,1,NA,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,NA,NA,NA,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,1,NA,1,0,1,0,0,1,NA
"WEEMS (R OH-16)",NA,1,1,1,1,NA,1,0,1,0,0,0,1,0,1,NA,0,1,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,1,NA,1,1,1,0,1,1,0,1,1,1,0,1,0,1,NA,0,NA,1,1,1,1,1,0,0,0,1,1,NA,1,0,NA,NA,NA,NA,0,1,1,1,1,1,NA,1,1,1,0,1,1,1
"GILL (R OH-16)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CASSINGHAM (D OH-17)",1,0,0,0,0,0,0,1,0,1,NA,NA,NA,0,0,0,1,0,0,0,NA,NA,NA,NA,0,1,1,1,0,NA,NA,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,1,0,0,0,NA,0,1,0,NA,0,0,NA,NA,0,0,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,0,1,NA,1,1,0,0
"KENNEDY (R OH-18)",1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,NA,0,1,1,NA,1,NA,NA,NA,1,1,NA,1,0,NA,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,NA,NA,NA,NA,1,1,1,NA,1,NA,1,0,0,0,1,1,NA,NA,NA,1,1,1,1,0,1,1,1,1,NA,NA,1,1,NA,0,0,1,1
"DICK (R OH-19)",1,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"THOMAS (R OH-19)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,0,0,0,NA,NA,1,1,0,0,NA,1,1,0,1,NA,1,1,NA,NA,1,0,NA,0,0,1,1
"BEIDLER (R OH-20)",1,1,1,1,1,NA,1,0,NA,NA,0,0,1,1,1,1,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,1,1,1,NA,1,NA,1,1,1,1,1,NA,NA,NA,1,0,0,0,1,1,NA,1,NA,0,NA,1,1,0,1,1,1,1,1,0,1,0,1,NA,NA,1,1
"BURTON (R OH-21)",1,1,1,1,1,NA,1,0,1,0,0,0,1,0,NA,1,0,1,1,0,0,NA,1,1,NA,1,0,0,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,1,NA,0,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,1,0,1,NA,1,1,1,0,1,1,0,NA,NA,NA,NA
"HERMANN (R OR-1)",1,1,1,1,1,1,NA,0,1,NA,0,0,1,NA,1,NA,0,1,1,1,0,0,1,1,1,0,NA,NA,1,1,1,1,1,0,1,NA,1,NA,0,1,1,1,0,1,1,0,1,NA,1,NA,NA,NA,NA,NA,1,1,1,NA,0,1,NA,NA,NA,NA,1,1,NA,NA,0,0,1,1,1,0,1,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA
"WILLIAMSON (R OR-2)",1,1,1,1,1,1,1,NA,NA,0,0,0,1,1,NA,NA,0,1,1,1,NA,0,1,1,1,0,0,NA,1,1,NA,1,1,0,1,NA,1,1,0,1,1,1,NA,NA,1,0,1,1,1,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,0,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BINGHAM (R PA-1)",1,1,NA,NA,1,1,1,0,NA,NA,0,0,1,1,NA,1,0,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,1,1,0,1,1,1,1,1,0,1,1,1,1,NA,1,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"ADAMS (R PA-2)",1,1,1,1,1,1,1,0,1,NA,0,0,1,0,1,1,0,1,1,0,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,0,NA,1,1,1,1,1,0,NA,1,1,1,1,0,1,NA,1,1,1,1,1,1,1,0,NA,NA,NA,NA,1,1,0,0,NA,NA,1,0,0,NA,NA,1,NA,NA,NA,0,NA,0,0,0,NA
"BURK (R PA-3)",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CASTOR (R PA-3)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,1,NA,NA,NA,NA,0,0,1,NA
"MOON (R PA-4)",1,1,1,1,1,1,1,0,NA,NA,NA,0,1,NA,NA,1,0,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA
"FOERDERER (R PA-4)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
