"","Vote 1","Vote 2","Vote 3","Vote 4","Vote 5","Vote 6","Vote 7","Vote 8","Vote 9","Vote 10","Vote 11","Vote 12","Vote 13","Vote 14","Vote 15","Vote 16","Vote 17","Vote 18","Vote 19","Vote 20","Vote 21","Vote 22","Vote 23","Vote 24","Vote 25","Vote 26","Vote 27","Vote 28","Vote 29","Vote 30","Vote 31","Vote 32","Vote 33","Vote 34","Vote 35","Vote 36","Vote 37","Vote 38","Vote 39","Vote 40","Vote 41","Vote 42","Vote 43","Vote 44","Vote 45","Vote 46","Vote 47","Vote 48","Vote 49","Vote 50","Vote 51","Vote 52","Vote 53","Vote 54","Vote 55","Vote 56","Vote 57","Vote 58","Vote 59","Vote 60","Vote 61","Vote 62","Vote 63","Vote 64","Vote 65","Vote 66","Vote 67","Vote 68","Vote 69","Vote 70","Vote 71","Vote 72","Vote 73","Vote 74","Vote 75","Vote 76","Vote 77","Vote 78","Vote 79","Vote 80","Vote 81","Vote 82","Vote 83","Vote 84","Vote 85","Vote 86","Vote 87","Vote 88","Vote 89","Vote 90","Vote 91","Vote 92","Vote 93","Vote 94","Vote 95","Vote 96","Vote 97","Vote 98","Vote 99","Vote 100","Vote 101","Vote 102","Vote 103"
"JOHNSTON (R MO-16)",1,1,1,1,1,0,1,1,1,0,1,0,1,NA,1,0,1,0,1,NA,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,NA,NA,NA,0,1,NA,0,0,NA,NA,NA,NA,0,1,NA,0,NA,NA,1,1,NA,NA,1,NA,NA,0,NA,NA,1,1,NA,1,1,1,1,NA,0,0,NA,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,0,1,NA,NA,1,NA,NA,NA,NA,NA
"EVANS (D MT-1)",1,1,0,0,0,1,0,0,0,0,1,1,0,0,NA,NA,1,NA,1,NA,1,1,1,0,0,0,0,1,0,1,NA,0,1,1,1,0,1,1,1,0,NA,NA,NA,0,1,NA,0,0,1,1,0,1,NA,0,NA,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,NA,1,1,1,1,1,0,1,1,1,1,1,1,0,1,NA,NA,NA,NA
"LEAVITT (R MT-2)",1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,NA,NA,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1
"MOREHEAD (D NE-1)",1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,NA,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
"SEARS (R NE-2)",1,1,NA,1,1,0,1,1,1,1,NA,1,1,NA,1,0,1,0,NA,1,1,1,NA,NA,1,1,NA,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,NA,0,1,NA,0,0,1,NA,0,1,1,1,NA,0,1,0,1,1,1,1,NA,1,1,0,1,NA,1,NA,NA,1,1,1,1,1,NA,NA,0,0,1,1,NA,1,NA,NA,1,1,1,1,1,1,0,0,1,1,NA,NA,0,NA,1,NA,NA
"HOWARD (D NE-3)",1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,NA,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,NA,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,NA,0,0,0
"SLOAN (R NE-4)",1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,NA,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,NA,0,1,1,1,1,1,NA,1,1,1
"JOHNSON (R NE-5)",1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,NA,1,NA,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,NA,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,NA,0,1,0,1,1,1,1,1,NA,1,0,1,1,NA,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,NA,NA
"SIMMONS (R NE-6)",1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NA,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,NA,0,1,1,0,1,1
"ARENTZ (R NV-1)",NA,1,1,1,1,0,1,0,1,0,1,0,1,NA,1,0,1,NA,0,0,1,1,0,1,1,1,1,0,1,0,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,NA,NA,1,1,1,0,NA,1,1,1,1,1,0,1,1,0,1,NA,NA,NA,1,1,1,1,1,1,0,0,0,0,0,0,NA,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,NA,NA,NA,NA
"HALE (R NH-1)",1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,NA,1,0,1,1,1,1,0,1,1,1,1,0,1,0,NA,1,0,0,1,0,0,0,0,NA,NA,NA,NA,0,NA,NA,1,1,1,0,1,1,1,1,NA,0,0,1,1,1,NA,1,1,0,1,0,1,1,1,1,1,1,1,1,1,NA,0,NA,0,1,0,0,0,NA,0,NA,1,0,0,NA,1,0,0,0,1,0,1,1,0,1,1,1,1
"WASON (R NH-2)",1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,NA,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,NA,NA,1,0,1,NA,0,1,1,NA,NA
"WOLVERTON (R NJ-1)",1,NA,1,1,1,0,1,1,1,NA,1,0,1,NA,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,NA,NA,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,0,1,0,0,0,NA,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1
"BACHARACH (R NJ-2)",1,1,1,1,1,0,1,1,1,0,1,0,1,NA,1,0,1,0,0,1,1,1,0,1,1,1,1,0,NA,NA,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,0,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,1,1,1,0,1,NA,NA,1,NA,1,1,1,1,NA,0,NA,0,1,0,0,NA,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,NA,1,NA,NA
"HOFFMAN (R NJ-3)",1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,NA,0,1,NA,NA,NA,1,0,0,0,0,NA,0,NA,NA,NA,0,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,0,1,NA,NA,1,NA,1,1,1,NA,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,1,NA,NA,1,NA,NA,NA,NA
"EATON (R NJ-4)",1,1,1,1,1,0,1,1,1,0,1,NA,1,NA,1,0,1,0,0,1,1,1,NA,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,NA,NA,NA,0,1,1,1,1,1,0,1,1,0,NA,NA,0,NA,1,1,1,NA,NA,1,NA,1,0,1,NA,1,1,NA,1,1,1,1,1,0,NA,NA,1,0,0,NA,1,0,0,NA,0,0,1,1,0,0,0,1,0,1,1,1,1,1,NA,NA
"ACKERMAN (R NJ-5)",1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1
"PERKINS (R NJ-6)",1,1,1,1,1,0,1,1,1,0,1,NA,NA,NA,1,NA,1,0,NA,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,0,1,1,1,1,NA,0,1,0,1,1,1,0,1,1,1,1,1,NA,1,0,1,0,1,NA,NA,1,1,1,1,NA,1,NA,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1
"SEGER (R NJ-7)",1,1,1,1,1,0,1,1,1,0,1,NA,1,1,1,NA,1,0,NA,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,NA,NA,NA,NA,0,0,1,0,0,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,0,0,0,1,0,0,0,NA,0,0,1,0,0,1,1,1,0,0,0,1,NA,1,0,1,1,1,1
"HARTLEY (R NJ-8)",1,1,1,1,1,0,1,1,1,0,1,0,1,NA,1,NA,1,0,0,1,1,1,NA,NA,1,1,1,NA,0,1,NA,1,0,0,1,1,0,0,NA,NA,NA,NA,NA,0,1,1,1,1,1,0,0,1,0,0,NA,0,NA,NA,1,1,NA,NA,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,NA,0,0,1,0,NA,NA,1,0,0,0,1,1,1,NA,1,0,1,NA,NA
"FORT (R NJ-9)",1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,NA,1,0,NA,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,NA,0,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,1,1,NA,0,NA,NA,1,1,NA,NA,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NA,NA,1,0,0,0,NA,0,0,0,0,0,1,1,0,0,0,0,0,NA,NA,0,1,1,1,1
"LEHLBACH (R NJ-10)",1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,NA,1,0,0,1,1,NA,NA,1,1,1,1,0,1,NA,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,NA,NA,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,NA,1,0,0,1,0,0,1,1,0,NA,NA,1,0,NA,1,1,1,1,1,1
"AUF (D NJ-11)",1,0,NA,0,0,1,0,0,0,0,1,NA,1,NA,NA,NA,NA,0,NA,NA,NA,1,1,0,0,0,0,1,0,1,NA,0,1,0,1,1,0,1,1,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,1,0,0,NA,1,NA,NA,0,0,1,NA,0,0,0,1,1,NA,0,0,1,0,0,1,0,NA,1,NA,NA,0,1,1,0,1,1,NA,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0
"NORTON (D NJ-12)",1,0,NA,0,0,1,0,0,0,0,1,0,1,NA,1,NA,NA,0,0,NA,1,NA,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,NA,NA,NA,NA,0,1,1,0,0,NA,NA,NA,NA,0,0,0,1,NA,NA,0,0,NA,NA,0,0,0,1,1,NA,0,0,1,0,0,1,0,NA,1,NA,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,NA,NA
"SIMMS (R NM-1)",1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,NA,1,NA,0,1,1,1,0,1,1,1,1,1,1,1,0,NA,1,1,0,0,0,0,0,NA,NA,NA,NA,0,1,NA,1,1,1,0,0,1,0,1,NA,0,0,1,1,1,1,1,1,NA,1,0,1,NA,1,1,NA,1,1,1,1,1,NA,NA,0,0,0,0,NA,1,0,NA,1,NA,1,1,1,1,0,0,1,1,NA,1,1,1,1,NA,NA
"BACON (R NY-1)",1,1,1,1,1,0,1,1,1,0,1,0,1,NA,1,0,NA,0,NA,0,NA,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,NA,NA,NA,NA,0,1,1,1,1,1,0,1,1,0,0,NA,0,0,0,1,1,1,1,NA,1,1,0,1,NA,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,NA,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1
"BRUNNER (D NY-2)",1,0,NA,0,0,1,0,0,0,0,1,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,1,0,0,NA,1,0,1,NA,0,1,0,1,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,1,0,NA,0,0,NA,NA,0,0,0,1,1,NA,0,0,NA,0,0,1,0,1,0,NA,NA,1,1,1,NA,NA,NA,NA,1,1,1,1,0,1,1,1,0,1,NA,NA,0,NA,NA,NA,NA
"LINDSAY (D NY-3)",1,0,0,0,0,1,0,0,0,0,1,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,0,1,0,0,NA,1,0,1,NA,0,0,0,1,1,0,1,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,1,0,1,0,0,NA,1,0,1,0,0,NA,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,NA,NA,0,1,1,NA,1,NA,NA,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0
"CULLEN (D NY-4)",1,0,0,NA,0,1,0,0,0,0,1,NA,1,NA,NA,0,NA,0,0,NA,NA,1,0,1,0,0,1,1,0,1,NA,0,0,0,1,1,0,1,0,0,0,0,0,NA,NA,NA,0,0,1,NA,0,1,0,0,0,1,0,1,0,0,NA,1,0,0,0,1,1,0,0,0,1,0,0,1,0,NA,1,NA,NA,0,1,1,NA,1,NA,NA,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0
"BLACK (D NY-5)",1,0,1,0,0,1,0,0,0,0,1,NA,1,0,0,0,0,1,0,NA,1,NA,NA,NA,0,0,NA,1,0,1,NA,0,0,0,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,NA,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0
"SOMERS (D NY-6)",1,0,0,NA,0,1,0,0,0,0,1,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0,NA,0,0,1,NA,0,1,0,1,1,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,NA,0,0,NA,0,0,1,0,1,1,0,NA,1,1,1,NA,1,NA,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0
"QUAYLE (D NY-7)",1,0,0,0,0,1,0,0,0,0,1,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,1,0,1,NA,0,0,0,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,1,NA,1,0,0,NA,NA,0,0,0,1,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CARLEY (D NY-8)",1,0,NA,0,0,1,0,0,0,0,1,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,1,0,1,1,0,0,0,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,1,NA,1,0,0,NA,NA,0,0,0,1,1,NA,0,0,NA,0,0,1,0,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,0,1,1,0,0,NA,NA,NA,NA
"O'CONNELL (D NY-9)",1,0,NA,0,0,1,0,0,0,0,1,NA,1,NA,NA,0,NA,0,0,NA,NA,NA,0,1,0,0,1,1,0,1,NA,0,0,0,1,1,0,1,0,NA,NA,NA,NA,0,1,1,0,0,1,1,0,1,0,0,1,1,NA,1,0,0,NA,1,0,0,0,1,1,0,0,0,NA,0,0,1,0,1,1,NA,NA,1,NA,1,NA,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CELLER (D NY-10)",NA,1,NA,NA,NA,1,1,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,1,NA,NA,NA,0,0,NA,1,0,NA,NA,0,0,0,1,1,0,1,0,NA,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,0,1,1,0,0,0,NA,0,0,NA,0,NA,1,NA,NA,1,1,1,NA,1,NA,NA,1,NA,1,1,0,1,NA,NA,0,NA,NA,0,0,1,1,0,0
"PRALL (D NY-11)",1,0,0,NA,0,1,0,0,0,0,1,0,0,0,1,NA,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,NA,NA,0,1,NA,0,0,1,1,NA,NA,0,0,NA,1,0,1,0,0,NA,1,0,0,0,1,1,0,0,0,NA,0,0,1,0,1,1,NA,NA,0,1,1,NA,1,NA,NA,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0
"DICKSTETN (D NY-12)",1,0,0,0,0,1,0,0,0,0,1,NA,1,NA,NA,NA,0,NA,0,NA,NA,1,NA,0,0,0,1,0,0,1,NA,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,0,0,NA,1,0,NA,0,0,NA,NA,0,0,0,1,1,NA,0,0,NA,0,0,1,0,1,0,NA,NA,1,1,1,NA,1,NA,NA,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0
"SULLIVAN (D NY-13)",NA,NA,NA,NA,NA,1,0,0,0,0,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0,NA,1,0,1,NA,0,0,0,1,1,NA,1,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,1,NA,NA,0,0,NA,NA,0,NA,NA,1,NA,NA,0,0,NA,0,0,1,0,1,1,NA,NA,NA,1,1,NA,NA,0,1,1,1,1,NA,1,1,1,1,0,1,NA,NA,0,NA,NA,NA,NA
"SIROVICH (D NY-14)",1,1,0,0,0,1,0,0,0,0,1,NA,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,1,NA,0,0,0,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,1,0,1,0,0,NA,NA,0,0,0,1,1,NA,0,0,NA,0,0,NA,0,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,1,1,1,1,1,0,1,0,0,1,0,0
"BOYLAN (D NY-15)",1,0,NA,0,0,1,0,0,0,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,1,NA,0,0,0,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,0,0,NA,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,NA,0,0,1,0,1,1,0,1,1,1,1,1,1,0,NA,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,NA
"O'CONNOR (D NY-16)",1,NA,0,NA,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,1,NA,0,1,NA,0,0,0,1,1,0,1,0,NA,0,NA,NA,0,1,1,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,NA,1,0,NA,0,1,1,NA,0,0,NA,0,0,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,1,NA,1,NA,0,0,0,0,0,0
"PRATT (R NY-17)",1,1,1,1,1,0,1,NA,NA,NA,NA,NA,1,1,1,NA,1,0,1,1,1,1,0,1,1,1,1,0,1,0,NA,1,0,0,1,1,0,0,NA,0,0,0,0,0,1,1,1,1,NA,0,NA,NA,0,0,1,0,NA,NA,1,0,0,NA,NA,NA,1,0,1,NA,NA,1,NA,1,1,1,1,NA,0,0,0,1,0,0,NA,1,NA,NA,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1
"CAREW (D NY-18)",1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KENNEDY (D NY-18)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,0,0,1,1,0,1,0,NA,0,NA,NA,0,1,0,0,0,NA,NA,NA,NA,0,0,0,1,0,NA,0,0,1,NA,0,0,0,1,1,1,0,0,NA,0,0,NA,0,1,1,NA,NA,0,0,1,NA,NA,NA,NA,1,1,1,NA,NA,1,1,1,0,1,0,0,0,NA,NA,NA,NA
"BLOOM (D NY-19)",1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,NA,NA,NA,0,1,1,0,0,1,1,0,NA,0,0,NA,1,0,NA,0,0,1,NA,0,0,NA,1,NA,NA,NA,0,NA,0,0,1,0,1,1,0,NA,0,1,1,NA,NA,1,0,1,1,1,NA,1,1,1,1,0,1,NA,1,0,1,1,0,0
"LAGUARDIA (R NY-20)",1,1,0,0,0,1,0,0,0,0,1,NA,1,NA,1,NA,1,1,0,0,NA,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,NA,NA,NA,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,NA,1,0,1,1,0,1,0,0,0,1,1,1,NA,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0
"GAVAGAN (D NY-21)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,1,0,0,0,NA,1,0,1,NA,0,0,0,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,1,0,0,0,0,NA,NA,0,0,0,1,1,0,0,0,NA,0,0,1,0,1,1,NA,NA,0,0,0,NA,1,0,NA,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0
"GRIFFIN (D NY-22)",1,0,0,NA,0,1,0,0,0,0,1,NA,1,NA,1,NA,0,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,0,1,1,0,1,0,1,1,0,1,1,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,NA,0,0,1,0,1,1,0,1,0,0,NA,1,1,1,NA,NA,1,1,1,1,1,1,0,0,1,1,0,1,0,NA,0,NA,1,NA,NA
"OLIVER (D NY-23)",1,0,NA,0,0,1,0,0,0,0,1,NA,0,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,0,0,NA,0,0,1,NA,0,1,0,1,1,1,1,1,1,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,0,0,1,1,NA,NA,0,0,NA,NA,0,0,0,1,1,NA,0,0,NA,0,0,1,0,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,0,1,NA,NA,0,NA,NA,NA,NA
"FITZPATRICK (D NY-24)",1,0,0,0,0,1,0,0,0,0,1,NA,1,NA,NA,0,0,0,0,NA,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,NA,1,0,1,0,0,NA,1,0,1,0,0,NA,1,0,0,0,1,1,0,0,0,NA,0,0,1,0,NA,1,NA,NA,NA,1,1,NA,1,NA,NA,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0
"WAINWRIGHT (R NY-25)",1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,NA,0,NA,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,NA,0,0,0,0,1,0,NA,0,1,NA,1,0,1,1,1,0,0,1,1,1,NA,NA,NA,1,1,0,1,NA,NA,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,NA,NA
"FISH (R NY-26)",1,1,1,1,1,0,1,1,0,0,1,NA,1,NA,1,NA,NA,0,NA,1,1,NA,0,NA,1,1,1,0,1,1,0,NA,NA,1,1,0,0,0,0,NA,NA,NA,NA,0,1,1,1,1,1,NA,NA,NA,0,0,NA,0,0,1,1,1,1,1,1,NA,NA,0,1,NA,1,1,1,1,1,1,1,1,0,NA,0,0,0,0,NA,1,0,NA,1,0,1,NA,1,1,0,0,1,1,1,1,1,NA,1,NA,NA
"PRATT (R NY-27)",1,1,1,1,1,0,1,1,1,0,1,NA,1,1,1,NA,1,NA,0,1,NA,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,1,1,1,NA,NA,NA,1,1,NA,0,NA,NA,1,1,NA,NA,1,1,1,0,1,NA,1,1,1,1,1,1,1,1,0,0,0,NA,0,0,NA,1,0,1,1,0,0,1,1,0,0,0,1,1,NA,1,1,0,1,NA,NA
"CORNING (D NY-28)",1,0,0,0,0,0,1,0,0,0,1,NA,1,NA,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,NA,NA,NA,0,1,1,0,0,1,NA,NA,NA,0,0,NA,1,0,1,0,0,1,1,0,NA,NA,1,NA,NA,0,0,NA,1,1,NA,1,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,1,1,1,1,1,1,1,1,0,1,1,NA,0,1,1,NA,NA
